,mean,sd,eti89_lb,eti89_ub,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd
"alpha[1, 105]",25.7,7.8,17,40,1131,682,1.00,0.28,0.37
"alpha[1, 106]",26.9,8.4,18,43,1303,817,1.00,0.25,0.39
"alpha[1, 107]",21.9,5,15,30,1782,880,1.00,0.12,0.095
"alpha[1, 108]",26.7,7.6,18,41,1117,707,1.00,0.22,0.24
"alpha[1, 109]",17.1,6.6,8.3,29,1444,708,1.00,0.16,0.15
"alpha[1, 110]",26.2,7,18,39,1100,906,1.00,0.22,0.26
"alpha[1, 111]",31.5,6.5,22,43,1741,794,1.00,0.15,0.11
"alpha[1, 112]",9.9,4.1,4.4,17,1728,692,1.01,0.11,0.13
"alpha[1, 113]",22.9,6.6,16,35,780,715,1.00,0.23,0.39
"alpha[1, 114]",15,6.3,8.4,27,1045,816,1.00,0.2,0.27
"alpha[1, 115]",28.9,8.4,19,45,1307,599,1.00,0.23,0.3
"alpha[1, 116]",16.6,8.3,8.5,32,913,779,1.00,0.27,0.43
"alpha[1, 117]",16.3,4.5,10,24,1386,843,1.00,0.13,0.16
"alpha[1, 118]",25.3,11.3,12,45,1962,704,1.00,0.28,0.32
"alpha[1, 119]",22.1,5.4,15,31,1555,1019,1.00,0.13,0.12
"alpha[1, 120]",22.8,9,14,39,1300,682,1.00,0.31,0.52
"alpha[1, 121]",5.8,4.6,1.8,14,971,738,1.00,0.16,0.29
"alpha[1, 122]",35.8,14.8,17,63,1316,652,1.00,0.38,0.37
"alpha[1, 123]",28.1,8.8,18,44,1222,882,1.00,0.26,0.33
"alpha[1, 124]",23.7,8.1,15,38,901,636,1.00,0.27,0.35
"alpha[1, 125]",24.8,7.8,16,39,1445,770,1.00,0.23,0.3
"alpha[1, 126]",23.2,6.2,16,34,1140,821,1.00,0.2,0.27
"alpha[1, 127]",22.7,8.1,14,38,1386,904,1.01,0.25,0.35
"alpha[1, 128]",22.9,8.2,15,38,1241,757,1.00,0.28,0.39
"alpha[1, 129]",9.4,6.1,2.5,21,881,634,1.00,0.19,0.21
"alpha[1, 130]",3.5,3.2,0.44,9.1,1146,827,1.00,0.098,0.17
"alpha[1, 131]",6.6,6.1,1.1,18,1281,819,1.00,0.19,0.31
"alpha[1, 132]",30.5,13.4,14,55,1602,657,1.01,0.36,0.35
"alpha[1, 133]",9.8,7.2,2.7,23,1421,564,1.00,0.2,0.38
"alpha[1, 134]",18.3,10.7,6.4,39,1313,603,1.00,0.3,0.39
"alpha[1, 135]",33.1,9.1,22,50,1399,620,1.01,0.25,0.3
"alpha[1, 136]",29,9.4,17,47,1491,1000,1.00,0.24,0.22
"alpha[1, 137]",19.4,6.9,11,31,1627,778,1.00,0.21,0.41
"alpha[1, 138]",23.8,9.8,12,42,1095,633,1.01,0.28,0.31
"alpha[1, 139]",24.3,9.3,14,40,1646,949,1.00,0.27,0.43
"alpha[1, 140]",20.7,9.9,8.2,38,1927,975,1.00,0.23,0.26
"alpha[1, 141]",17.5,7.4,9.7,32,1216,715,1.00,0.24,0.28
"alpha[1, 142]",10.8,4.7,5.2,19,1375,756,1.00,0.13,0.17
"alpha[1, 143]",18.2,7.2,11,32,975,753,1.00,0.24,0.32
"alpha[1, 144]",28.8,12.6,14,52,1464,716,1.01,0.35,0.36
"alpha[1, 145]",21.4,7.1,14,35,987,823,1.00,0.24,0.35
"alpha[1, 146]",25.5,9.2,15,42,1377,838,1.00,0.25,0.3
"alpha[1, 147]",23.5,8.5,15,38,1313,675,1.00,0.29,0.43
"alpha[1, 148]",28.3,8.3,19,43,1977,712,1.01,0.22,0.27
"alpha[1, 149]",24.9,7.9,16,40,1296,877,1.00,0.23,0.27
"alpha[1, 150]",32.1,8.9,22,48,1466,775,1.00,0.24,0.3
"alpha[1, 151]",12.3,6.6,5.8,25,1061,790,1.00,0.2,0.25
"alpha[1, 152]",14.4,6.5,7.7,26,856,749,1.00,0.22,0.37
"alpha[1, 153]",32.8,10,22,50,1018,616,1.00,0.35,0.56
"alpha[1, 154]",27.4,8.2,18,43,1822,935,1.00,0.22,0.25
"alpha[1, 155]",16.1,7.6,8.5,30,1789,676,1.00,0.24,0.33
"alpha[1, 156]",15,4.8,8.6,23,1791,905,1.00,0.12,0.2
"alpha[1, 157]",16.2,6.4,8.6,28,1106,653,1.00,0.19,0.21
"alpha[1, 158]",7.7,6,2.1,18,1083,909,1.00,0.2,0.54
"alpha[1, 159]",19.5,6.5,11,32,1139,636,1.00,0.2,0.19
"alpha[1, 160]",28,6.6,18,40,2630,679,1.00,0.14,0.11
"alpha[1, 161]",17,8.1,8.5,32,1492,789,1.00,0.23,0.32
"alpha[1, 162]",22.4,8.2,13,37,1314,760,1.00,0.24,0.26
"alpha[1, 163]",20.3,6.3,13,30,1260,931,1.00,0.18,0.34
"alpha[1, 164]",16.8,7.7,9,30,986,505,1.00,0.26,0.43
"alpha[1, 165]",21.1,8.3,13,37,1268,764,1.01,0.27,0.35
"alpha[1, 166]",14.6,7.8,7.1,30,1280,675,1.00,0.23,0.31
"alpha[1, 167]",29.9,9.3,20,46,1330,754,1.00,0.3,0.42
"alpha[1, 168]",13.4,6.4,6.9,24,838,733,1.00,0.22,0.35
"alpha[1, 169]",5.4,3,1.7,11,1419,613,1.00,0.085,0.08
"alpha[1, 170]",29.7,8.4,20,46,1216,748,1.01,0.25,0.26
"alpha[1, 171]",15,6.5,8.2,28,1014,799,1.00,0.2,0.28
"alpha[1, 172]",23.5,8.6,14,39,1355,845,1.00,0.24,0.3
"alpha[1, 173]",22.4,7.7,14,37,991,715,1.00,0.26,0.31
"alpha[1, 174]",19,7.4,10,32,1102,735,1.00,0.23,0.28
"alpha[1, 175]",13.5,6.8,3.3,26,551,409,1.00,0.28,0.28
"alpha[1, 176]",20.3,7.5,11,33,1610,730,1.00,0.2,0.22
"alpha[1, 177]",42.4,12.9,25,64,1677,768,1.00,0.32,0.27
"alpha[1, 178]",26.7,6.2,19,38,892,790,1.00,0.2,0.22
"alpha[1, 179]",15.8,6.3,9,26,938,698,1.00,0.2,0.29
"alpha[1, 180]",12.5,5.4,5.8,23,1320,716,1.00,0.15,0.15
"alpha[1, 181]",17.1,7.3,9.6,32,1237,694,1.00,0.23,0.3
"alpha[1, 182]",23.6,10.8,10,43,1450,698,1.00,0.31,0.32
"alpha[1, 183]",18,6.7,10,30,1182,756,1.00,0.2,0.25
"alpha[1, 184]",20,5.1,14,28,1432,754,1.00,0.16,0.2
"alpha[1, 185]",17.5,6.7,10,30,876,654,1.00,0.23,0.39
"alpha[1, 186]",26.3,8.2,18,42,1037,738,1.00,0.27,0.31
"alpha[1, 187]",16.9,7.7,8.3,31,1330,870,1.00,0.23,0.33
"alpha[1, 188]",16.7,7.5,9.1,30,1321,717,1.00,0.23,0.4
"alpha[1, 189]",17.9,7.3,10,31,1045,782,1.00,0.23,0.34
"alpha[1, 190]",27.5,8.1,19,41,1564,776,1.00,0.21,0.29
"alpha[1, 191]",13.4,7.5,6.2,28,1282,805,1.00,0.22,0.3
"alpha[1, 192]",19.8,8.5,11,35,1589,827,1.00,0.24,0.28
"alpha[1, 193]",11,3.4,6.2,17,1569,685,1.00,0.084,0.079
"alpha[1, 194]",26.3,8.5,17,42,1431,815,1.00,0.26,0.32
"alpha[1, 195]",22.4,7.6,14,36,1417,815,1.00,0.21,0.25
"alpha[1, 196]",15.6,4.9,9.5,24,894,707,1.00,0.16,0.19
"alpha[1, 197]",12.3,6.2,6.1,23,1401,1004,1.00,0.18,0.34
"alpha[1, 198]",20.4,6.2,13,31,1326,901,1.00,0.19,0.26
"alpha[1, 199]",17.6,5.7,11,28,1202,924,1.00,0.17,0.21
"alpha[1, 200]",21.8,6.9,13,33,959,817,1.00,0.24,0.33
"alpha[1, 201]",3.2,4,0.44,8.2,1188,769,1.00,0.12,0.51
"alpha[1, 202]",12.7,7.2,5.2,26,1056,618,1.00,0.21,0.27
"alpha[1, 203]",28.4,7.6,20,42,905,702,1.00,0.26,0.38
"alpha[1, 204]",16.1,5.8,9.6,25,1049,831,1.00,0.2,0.46
"alpha[1, 205]",27.3,7.2,19,40,996,675,1.00,0.25,0.32
"alpha[1, 206]",22.3,10.2,11,41,1193,783,1.00,0.31,0.4
"alpha[1, 207]",26.7,6.9,18,39,625,690,1.00,0.23,0.28
"alpha[1, 208]",29.4,9,20,44,796,769,1.00,0.31,0.59
"alpha[1, 209]",29.1,8.2,20,44,740,619,1.01,0.3,0.35
"alpha[1, 210]",28.1,7.4,20,42,875,676,1.00,0.27,0.32
"alpha[1, 211]",10.7,6.9,2.7,24,1554,698,1.00,0.18,0.21
"alpha[1, 212]",13.1,5.6,7.4,21,1227,628,1.01,0.2,0.47
"alpha[1, 213]",12.5,5.9,5.9,24,835,820,1.00,0.2,0.25
"alpha[1, 214]",17.5,7.9,9,32,1377,833,1.00,0.22,0.45
"alpha[1, 215]",10.3,5.2,4.8,19,1418,834,1.01,0.15,0.22
"alpha[1, 216]",11.7,4.8,6.1,20,848,795,1.00,0.17,0.27
"alpha[1, 217]",6.7,3,2.8,12,1485,625,1.00,0.076,0.075
"alpha[1, 218]",13.9,5.6,7.7,23,968,849,1.00,0.18,0.28
"alpha[1, 219]",16.6,8.6,6.7,33,1658,764,1.00,0.24,0.28
"alpha[1, 220]",2.3,1.72,0.37,5.6,1875,550,1.00,0.042,0.049
"alpha[1, 221]",22.5,8.8,13,39,1865,932,1.00,0.24,0.31
"alpha[1, 222]",10.9,5,5.7,20,896,717,1.00,0.18,0.27
"alpha[1, 223]",19.2,7.7,10,34,1109,635,1.02,0.24,0.3
"alpha[1, 224]",16,5.7,8.3,26,1719,755,1.01,0.14,0.14
"alpha[1, 225]",13,6.9,5.6,26,1021,541,1.00,0.24,0.3
"alpha[1, 226]",9.8,3.5,5.1,16,1365,786,1.00,0.093,0.083
"alpha[1, 227]",3.3,3.3,0.52,8.3,971,853,1.00,0.11,0.35
"alpha[1, 228]",15.5,5.6,9,24,834,671,1.01,0.21,0.39
"alpha[1, 229]",17.1,4.5,11,25,1899,806,1.00,0.1,0.089
"alpha[1, 230]",15.8,7.1,7.7,28,1131,818,1.00,0.2,0.25
"alpha[1, 231]",24.2,9,15,42,1348,866,1.00,0.27,0.31
"alpha[1, 232]",16.6,7.6,8.5,31,1257,845,1.00,0.22,0.3
"alpha[1, 233]",44.7,14.1,26,71,1531,705,1.00,0.35,0.32
"alpha[1, 234]",22.5,10.3,11,41,1562,719,1.00,0.28,0.38
"alpha[1, 235]",31.5,8.7,22,49,1044,794,1.00,0.28,0.32
"alpha[1, 236]",23.3,8.8,14,41,1393,604,1.00,0.28,0.3
"alpha[1, 237]",20.8,7.2,14,33,1143,896,1.00,0.21,0.3
"alpha[1, 238]",24.9,9.1,16,41,1297,777,1.00,0.29,0.47
"alpha[1, 239]",13.8,6.6,7.1,25,992,768,1.00,0.21,0.31
"alpha[1, 240]",29.9,8.5,21,45,1014,750,1.00,0.28,0.39
"alpha[1, 241]",31.7,11,18,50,1853,684,1.00,0.29,0.3
"alpha[1, 242]",9.9,6.4,3.7,21,965,647,1.00,0.2,0.32
"alpha[1, 243]",24.6,7.4,16,38,1176,873,1.01,0.23,0.27
"alpha[2, 0]",32.4,11,19,52,1566,853,1.00,0.3,0.32
"alpha[2, 1]",2.3,1.61,0.47,5.5,1735,753,1.00,0.039,0.04
"alpha[2, 2]",17.4,7.5,9.8,30,1048,945,1.00,0.25,0.39
"alpha[2, 3]",25,6.5,17,36,897,693,1.00,0.23,0.34
"alpha[2, 4]",14.8,6.8,7.6,27,1077,790,1.00,0.21,0.32
"alpha[2, 5]",15.4,6.4,8.1,27,1415,782,1.00,0.17,0.21
"alpha[2, 6]",26.6,9.6,16,46,1406,859,1.00,0.29,0.32
"alpha[2, 7]",25.2,8.8,16,41,1174,777,1.00,0.27,0.37
"alpha[2, 8]",3.8,2.7,1,7.6,1282,738,1.00,0.11,0.32
"alpha[2, 9]",9.3,3.4,4.9,15,1502,654,1.00,0.096,0.14
"alpha[2, 10]",27.9,7.6,20,42,1363,757,1.01,0.21,0.29
"alpha[2, 11]",49.9,13.2,32,73,1465,832,1.00,0.35,0.29
"alpha[2, 12]",33.5,8.1,22,47,2283,695,1.01,0.18,0.15
"alpha[2, 13]",38.4,9.3,24,55,1956,765,1.00,0.21,0.16
"alpha[2, 14]",24.7,7.4,16,38,1124,814,1.00,0.22,0.25
"alpha[2, 15]",31.1,8.6,22,48,1211,849,1.00,0.26,0.35
"alpha[2, 16]",22.9,5.3,15,32,1522,774,1.01,0.13,0.12
"alpha[2, 17]",1.38,0.96,0.26,3,1376,643,1.00,0.025,0.031
"alpha[2, 18]",12.5,4,7.3,19,2667,751,1.00,0.089,0.098
"alpha[2, 19]",24.9,6.8,16,37,1795,833,1.00,0.16,0.13
"alpha[2, 20]",3.1,2.3,0.52,7.5,1531,783,1.01,0.064,0.066
"alpha[2, 21]",21.8,8.1,13,38,1084,775,1.00,0.27,0.32
"alpha[2, 22]",15,7.4,5.8,29,1146,580,1.00,0.22,0.25
"alpha[2, 23]",5.2,4.1,1.5,13,1611,892,1.00,0.12,0.21
"alpha[2, 24]",18.3,7.2,10,31,1253,874,1.00,0.21,0.35
"alpha[2, 25]",24.8,6.7,16,36,1380,739,1.00,0.2,0.24
"alpha[2, 26]",1.97,1.35,0.44,4.4,1657,641,1.00,0.033,0.043
"alpha[2, 27]",17,6.6,8.3,28,1076,694,1.00,0.22,0.26
"alpha[2, 28]",12.4,10,3.2,30,608,412,1.01,0.49,0.7
"alpha[2, 29]",20.6,11,7.1,40,1523,795,1.00,0.29,0.31
"alpha[2, 30]",19.5,4.4,13,27,1941,706,1.01,0.1,0.079
"alpha[2, 31]",24.3,7.8,15,38,935,826,1.00,0.25,0.42
"alpha[2, 32]",8.6,4.9,4,17,1004,741,1.00,0.18,0.29
"alpha[2, 33]",10.6,4.6,5.5,18,1131,736,1.00,0.15,0.32
"alpha[2, 34]",32,10.3,19,51,1356,753,1.00,0.3,0.33
"alpha[2, 35]",16.5,7.4,8.6,30,1106,664,1.00,0.26,0.35
"alpha[2, 36]",27.1,10,16,44,1107,710,1.00,0.29,0.35
"alpha[2, 37]",3.5,3.4,0.5,9.2,615,463,1.00,0.16,0.36
"alpha[2, 38]",13.5,4.4,7.7,21,1615,655,1.00,0.1,0.11
"alpha[2, 39]",49.3,15.3,28,76,1685,643,1.01,0.4,0.36
"alpha[2, 40]",14.8,6.9,7.7,28,946,636,1.00,0.22,0.31
"alpha[2, 41]",26,6.3,18,37,1139,870,1.00,0.2,0.32
"alpha[2, 42]",19.4,5.8,12,29,928,871,1.00,0.2,0.28
"alpha[2, 43]",19.7,6.6,11,31,1293,622,1.00,0.18,0.15
"alpha[2, 44]",81.2,21.3,52,120,2496,771,1.00,0.47,0.44
"alpha[2, 45]",22.4,4.7,16,30,1805,847,1.00,0.12,0.11
"alpha[2, 46]",9,5.7,2.6,19,1231,786,1.00,0.16,0.19
"alpha[2, 47]",22.9,6.7,15,34,933,786,1.00,0.22,0.48
"alpha[2, 48]",12,5.3,6.6,21,979,576,1.00,0.2,0.37
"alpha[2, 49]",14.8,6.3,6.6,26,1721,779,1.00,0.16,0.14
"alpha[2, 50]",2.91,2.3,0.47,6.9,2148,856,1.00,0.048,0.079
"alpha[2, 51]",12.1,6.6,3,23,848,756,1.00,0.22,0.25
"alpha[2, 52]",26,9.2,15,43,1326,797,1.00,0.27,0.38
"alpha[2, 53]",25,13.6,8.5,51,1571,815,1.00,0.35,0.32
"alpha[2, 54]",15.5,7.4,7.9,31,1062,757,1.00,0.23,0.32
"alpha[2, 55]",16.1,8,6.9,31,1353,790,1.00,0.23,0.25
"alpha[2, 56]",11.2,9.3,1.7,29,1996,835,1.00,0.24,0.26
"alpha[2, 57]",25.4,8.3,16,41,1298,840,1.00,0.25,0.34
"alpha[2, 58]",11.1,7.1,3,24,1172,570,1.00,0.2,0.29
"alpha[2, 59]",31.6,9.2,22,49,1610,813,1.00,0.25,0.28
"alpha[2, 60]",35.4,11.5,22,56,1069,715,1.00,0.33,0.42
"alpha[2, 61]",31.4,9.2,20,48,972,697,1.00,0.28,0.3
"alpha[2, 62]",25.8,6.6,18,37,868,771,1.00,0.24,0.31
"alpha[2, 63]",10.1,7.8,1.5,25,1370,735,1.00,0.21,0.21
"alpha[2, 64]",21,7.7,12,35,1629,482,1.00,0.24,0.22
"alpha[2, 65]",31.6,9,21,49,1365,816,1.00,0.25,0.3
"alpha[2, 66]",15.9,4.9,9.7,23,1323,571,1.01,0.19,0.35
"alpha[2, 67]",13.4,10.1,2.2,32,1506,628,1.00,0.23,0.31
"alpha[2, 68]",5.8,5.1,1,15,1173,716,1.00,0.16,0.26
"alpha[2, 69]",16,6.7,8.9,29,1348,930,1.00,0.19,0.24
"alpha[2, 70]",9.3,8,1.3,24,1412,822,1.00,0.21,0.28
"alpha[2, 71]",28.1,7.1,19,42,772,516,1.00,0.23,0.24
"alpha[2, 72]",25.2,6.2,17,35,975,620,1.00,0.21,0.36
"alpha[2, 73]",7.9,5.6,1.6,18,1089,602,1.00,0.16,0.22
"alpha[2, 74]",24.7,6.4,17,36,839,585,1.00,0.24,0.33
"alpha[2, 75]",17.3,5.6,10,27,807,496,1.00,0.21,0.3
"alpha[2, 76]",19.2,6.7,12,31,937,686,1.00,0.24,0.33
"alpha[2, 77]",11.6,7.1,3.9,24,1248,798,1.00,0.22,0.29
"alpha[2, 78]",28,7.6,19,41,679,815,1.01,0.29,0.43
"alpha[2, 79]",5,3.7,0.93,11,1456,490,1.01,0.099,0.13
"alpha[2, 80]",11.1,8.6,2,26,1399,833,1.01,0.25,0.36
"alpha[2, 81]",10.5,5.1,5,19,1316,772,1.00,0.15,0.22
"alpha[2, 82]",17.7,7.5,8,31,1023,765,1.00,0.23,0.29
"alpha[2, 83]",20.8,6.6,12,33,1431,797,1.01,0.17,0.15
"alpha[2, 84]",22.1,7.9,12,35,1204,770,1.00,0.23,0.32
"alpha[2, 85]",15.6,5.5,9.5,25,1464,867,1.00,0.16,0.2
"alpha[2, 86]",13.7,7,7,28,863,780,1.00,0.24,0.35
"alpha[2, 87]",28.5,7.3,18,41,2005,882,1.00,0.16,0.12
"alpha[2, 88]",11,8.9,1.7,27,1329,687,1.00,0.23,0.34
"alpha[2, 89]",19.4,7.7,9.4,32,1782,721,1.00,0.19,0.17
"alpha[2, 90]",25.6,12.1,11,47,1229,718,1.00,0.33,0.37
"alpha[2, 91]",2,2,0.29,4.8,793,446,1.00,0.11,0.22
"alpha[2, 92]",8.2,4.4,3.1,16,1784,769,1.00,0.11,0.17
"alpha[2, 93]",68.3,17.5,43,99,1370,871,1.00,0.48,0.39
"alpha[2, 94]",28.1,6.9,20,41,705,795,1.00,0.26,0.33
"alpha[2, 95]",25.5,9.5,15,44,1282,779,1.00,0.3,0.38
"alpha[2, 96]",21.1,7.9,13,35,981,654,1.00,0.3,0.48
"alpha[2, 97]",3.3,2.9,0.6,7.9,1066,751,1.00,0.11,0.27
"alpha[2, 98]",29.5,8.2,20,45,1315,668,1.00,0.24,0.25
"alpha[2, 99]",10.1,4.8,5.2,18,1023,817,1.00,0.16,0.39
"alpha[2, 100]",3.1,3,0.46,8.1,635,274,1.02,0.22,0.58
"alpha[2, 101]",28.9,7,20,41,1138,813,1.00,0.22,0.53
"alpha[2, 102]",13.5,6.3,6.9,25,645,621,1.00,0.24,0.43
"alpha[2, 103]",14.1,7.8,6.5,28,1363,905,1.00,0.22,0.29
"alpha[2, 104]",1.93,1.39,0.33,4.5,1564,586,1.00,0.033,0.033
"alpha[2, 105]",2.39,1.75,0.38,5.6,1774,744,1.00,0.043,0.043
"alpha[2, 106]",17.4,7.5,6.2,29,725,582,1.00,0.26,0.22
"alpha[2, 107]",7.9,5.8,1.7,18,1113,939,1.00,0.18,0.3
"alpha[2, 108]",22.8,5,16,31,1981,830,1.01,0.12,0.088
"alpha[2, 109]",8.7,3.7,4.1,16,1848,905,1.00,0.088,0.089
"alpha[2, 110]",23.2,8.5,14,37,1099,768,1.00,0.26,0.4
"alpha[2, 111]",10.1,6.6,2.4,21,1003,944,1.00,0.21,0.32
"alpha[2, 112]",25.5,6.9,18,38,1222,610,1.01,0.21,0.25
"alpha[2, 113]",27.9,9.9,16,47,1224,650,1.00,0.28,0.31
"alpha[2, 114]",22.4,9.7,11,40,1400,809,1.00,0.27,0.35
"alpha[2, 115]",15.5,4,9.9,23,2030,854,1.00,0.092,0.087
"alpha[2, 116]",8.6,4,4.5,15,856,786,1.00,0.16,0.54
"alpha[2, 117]",6,7,0.55,21,230,201,1.00,0.62,0.9
"alpha[2, 118]",9,6.9,1.9,22,1279,734,1.00,0.2,0.28
"alpha[2, 119]",6.6,5.5,1.1,16,1471,942,1.00,0.16,0.31
"alpha[2, 120]",2.78,1.67,0.76,5.9,1837,670,1.00,0.038,0.037
"alpha[2, 121]",3.4,3.1,0.73,7.7,980,692,1.00,0.11,0.28
"alpha[2, 122]",22.5,10.7,9.2,42,2282,743,1.00,0.26,0.23
"alpha[2, 123]",3.2,2.4,0.55,7.5,1799,872,1.00,0.062,0.078
"alpha[2, 124]",38,8.9,25,53,2034,641,1.00,0.2,0.18
"alpha[2, 125]",15,12,1.6,38,392,890,1.00,0.58,0.58
"alpha[2, 126]",13.9,4.1,8.3,21,1758,825,1.00,0.093,0.086
"alpha[2, 127]",24.1,8.1,12,38,1530,904,1.00,0.2,0.16
"alpha[2, 128]",24,8.2,15,38,1106,715,1.00,0.25,0.41
"alpha[2, 129]",10.2,8.4,1.8,25,1413,477,1.01,0.23,0.43
"alpha[2, 130]",11.4,8.2,2.9,25,1843,906,1.00,0.21,0.34
"alpha[2, 131]",15.7,9.1,5.7,33,1788,943,1.00,0.21,0.25
"alpha[2, 132]",6.9,6.1,1.7,17,1126,745,1.00,0.19,0.37
"alpha[2, 133]",10.8,9,1.6,27,990,810,1.00,0.28,0.35
"alpha[2, 134]",8.1,5,3.4,17,1016,886,1.00,0.17,0.52
"alpha[2, 135]",30,7.3,19,42,1996,841,1.00,0.16,0.12
"alpha[2, 136]",5.7,3.3,1.6,11,1275,772,1.00,0.087,0.083
"alpha[2, 137]",11.5,5.9,4.7,22,1049,699,1.01,0.19,0.27
"alpha[2, 138]",4.8,4.1,0.85,11,959,649,1.00,0.13,0.36
"alpha[2, 139]",34.7,12.1,19,56,1588,761,1.00,0.29,0.26
"alpha[2, 140]",12,9.2,2,29,1771,604,1.01,0.22,0.22
"alpha[2, 141]",20.7,7.7,11,34,1803,880,1.00,0.19,0.22
"alpha[2, 142]",14.2,6.7,7.1,25,1309,621,1.01,0.21,0.31
"alpha[2, 143]",22.5,8.4,14,39,1129,719,1.00,0.29,0.39
"alpha[2, 144]",23,10.6,11,43,1257,849,1.00,0.3,0.32
"alpha[2, 145]",23.5,6.4,16,34,1038,617,1.00,0.22,0.43
"alpha[2, 146]",20,8.6,10,34,1561,682,1.00,0.24,0.36
"alpha[2, 147]",12.9,4.9,7,22,1426,770,1.00,0.14,0.18
"alpha[2, 148]",9.1,7.5,0.99,22,1003,965,1.00,0.26,0.32
"alpha[2, 149]",51,18.3,26,84,1780,852,1.00,0.44,0.42
"alpha[2, 150]",3,2.8,0.47,7.4,1387,762,1.00,0.095,0.26
"alpha[2, 151]",3.3,2.4,0.59,8.2,1266,721,1.00,0.058,0.057
"alpha[2, 152]",20.9,6.7,13,33,1380,668,1.00,0.2,0.31
"alpha[2, 153]",44.6,14.2,26,70,1759,900,1.00,0.36,0.32
"alpha[2, 154]",22.3,6.4,14,33,995,685,1.00,0.21,0.21
"alpha[2, 155]",7.3,5.1,2.1,17,1303,509,1.00,0.15,0.26
"alpha[2, 156]",17.5,7.3,9.9,31,877,738,1.00,0.24,0.48
"alpha[2, 157]",1.47,1.09,0.28,3.6,1251,593,1.00,0.033,0.044
"alpha[2, 158]",12.8,11.1,1.3,34,684,784,1.00,0.38,0.4
"alpha[2, 159]",12.9,7,6.3,24,1026,504,1.00,0.24,0.57
"alpha[2, 160]",14.4,6.3,6.9,25,1270,794,1.00,0.18,0.25
"alpha[2, 161]",9.2,7,2.7,22,1743,787,1.00,0.21,0.3
"alpha[2, 162]",2.3,1.76,0.37,5.6,1726,857,1.00,0.042,0.047
"alpha[2, 163]",27.5,7.8,19,42,808,659,1.00,0.28,0.36
"alpha[2, 164]",10.3,7.6,2.4,24,1392,702,1.01,0.24,0.39
"alpha[2, 165]",20.2,7.5,12,35,1186,856,1.00,0.21,0.25
"alpha[2, 166]",16.6,6.3,8.9,28,1190,684,1.01,0.2,0.21
"alpha[2, 167]",20.4,8.5,9.3,34,737,572,1.00,0.28,0.35
"alpha[2, 168]",9.5,5.2,4.6,17,853,618,1.00,0.2,0.43
"alpha[2, 169]",39.2,10.8,25,59,1039,778,1.00,0.37,0.36
"alpha[2, 170]",18.9,5.4,12,28,1138,628,1.00,0.17,0.18
"alpha[2, 171]",16.3,7,7.8,29,921,710,1.00,0.26,0.29
"alpha[2, 172]",16.1,5.5,9,26,1575,790,1.01,0.15,0.15
"alpha[2, 173]",21.8,7,14,34,1443,936,1.01,0.19,0.23
"alpha[2, 174]",4.6,4.3,0.86,11,1212,901,1.00,0.13,0.32
"alpha[2, 175]",8.3,3.3,4.2,14,1276,784,1.00,0.1,0.11
"alpha[2, 176]",15.6,8.4,7.4,30,1233,669,1.00,0.24,0.47
"alpha[2, 177]",12.8,4.9,6.4,21,1258,475,1.00,0.14,0.15
"alpha[2, 178]",27,7,19,39,940,737,1.00,0.24,0.41
"alpha[2, 179]",5.8,4.4,1.4,14,961,598,1.00,0.17,0.26
"alpha[2, 180]",8,4.8,3.4,17,1013,782,1.00,0.18,0.29
"alpha[2, 181]",13.3,5.3,7.3,22,1392,814,1.00,0.16,0.27
"alpha[2, 182]",5.9,4.3,1.3,14,1286,757,1.00,0.13,0.2
"alpha[2, 183]",16.5,7.2,7.9,28,660,510,1.00,0.26,0.43
"alpha[2, 184]",21.3,9.8,11,39,1194,722,1.00,0.29,0.39
"alpha[2, 185]",25.7,8.5,16,41,1754,821,1.00,0.23,0.33
"alpha[2, 186]",28.2,8.1,19,42,1051,743,1.00,0.28,0.39
"alpha[2, 187]",11.4,6.4,5.1,23,1257,797,1.00,0.2,0.29
"alpha[2, 188]",17.5,5.3,10,27,1885,949,1.00,0.12,0.098
"alpha[2, 189]",13,7.5,5,26,1224,897,1.00,0.21,0.32
"alpha[2, 190]",29,6.9,20,41,1778,661,1.01,0.17,0.16
"alpha[2, 191]",13,5.7,5.5,24,935,416,1.00,0.16,0.15
"alpha[2, 192]",3.4,2.8,0.68,7.9,1934,894,1.00,0.081,0.17
"alpha[2, 193]",25.8,8.7,16,42,1354,751,1.00,0.24,0.25
"alpha[2, 194]",22.9,8,15,37,1018,701,1.00,0.28,0.45
"alpha[2, 195]",21.9,8.3,13,38,917,841,1.00,0.28,0.38
"alpha[2, 196]",27,7.9,15,40,1136,617,1.00,0.23,0.17
"alpha[2, 197]",6.3,5.7,1,16,1161,834,1.00,0.17,0.31
"alpha[2, 198]",4.9,3.6,1,12,1730,909,1.00,0.093,0.11
"alpha[2, 199]",21.9,7.7,13,36,1056,777,1.01,0.26,0.38
"alpha[2, 200]",28.1,7.3,19,42,756,738,1.00,0.28,0.36
"alpha[2, 201]",4.1,4.5,0.54,11,1249,639,1.00,0.14,0.36
"alpha[2, 202]",6,4.4,1.2,13,1392,788,1.00,0.12,0.24
"alpha[2, 203]",31.3,8.1,21,45,1633,734,1.01,0.24,0.27
"alpha[2, 204]",27,7.9,18,41,1029,581,1.01,0.27,0.31
"alpha[2, 205]",28,8,19,42,909,628,1.00,0.29,0.45
